prcp(mm/day),tmax(C),tmin(C),tavg(C),srad_lw(w/m2),srad_sw(w/m2),wind_u(m/s),wind_v(m/s),wind(m/s),rel_hum(%),pet(mm/day),pet_gleam(mm/day),aet_gleam(mm/day),evap_canopy(kg/m2/s),evap_surface(kg/m2/s),sm_lvl1(kg/m2),sm_lvl2(kg/m2),sm_lvl3(kg/m2),sm_lvl4(kg/m2),Soil_Moisture_Sum,Soil_Saturation,soil_awsc_max,Actual_Soil_Saturation,date,3105
0,29.98,17.9,23.94,350.81,264.57,0.54,2.8,2.85,56.32,,2.56,1.36,0.01,0.82,2.93,52.49,153.61,440.75,649.78,648.42,150,4.3228,01-01-1980,7.1
0,29.41,18.1,23.76,355.67,261.15,0.8,1.43,1.64,65.63,,2.21,1.36,0,0.77,2.86,52.3,153.2,440.42,648.78,647.42,150,4.316133333,02-01-1980,6.863333333
0,28.96,17.95,23.46,366.3,261.61,0.75,1.61,1.78,64.6,,2.26,1.25,0.07,0.76,2.82,52.11,152.77,440.09,647.79,646.54,150,4.310266667,03-01-1980,6.713444444
0,29.07,18.14,23.6,369.26,247.98,-0.61,0.82,1.02,70.87,,2.08,1.13,0.44,0.75,2.89,51.94,152.36,439.73,646.92,645.79,150,4.305266667,04-01-1980,6.618514815
0,28.7,18.42,23.56,363.55,248.3,-0.45,0.86,0.97,68.25,,2.35,1.18,0.46,0.76,2.91,51.77,151.96,439.38,646.02,644.84,150,4.298933333,05-01-1980,6.558392716
0,28.8,18.65,23.72,368.95,242.37,-0.41,-1.19,1.26,72.75,,2.1,1.11,0.09,0.74,3.05,51.62,151.6,439.13,645.4,644.29,150,4.295266667,06-01-1980,6.520315387
0,28.11,18.43,23.27,350.05,228.57,-0.5,-1.48,1.56,54.37,,2.2,1.09,0,0.8,2.97,51.44,151.18,438.79,644.38,643.29,150,4.2886,07-01-1980,6.496199745
0,28.72,17.18,22.95,314.75,276.41,0.31,-1.73,1.76,49.75,,2.32,1.1,0,0.83,2.88,51.27,150.74,438.44,643.33,642.23,150,4.281533333,08-01-1980,6.480926505
0,28.66,15.89,22.28,316.05,277.35,-0.39,-1.43,1.48,50.39,,2.47,1.15,0,0.83,2.79,51.09,150.32,438.04,642.24,641.09,150,4.273933333,09-01-1980,6.471253453
0,28.59,15.5,22.04,325.41,276.41,-0.1,-1.45,1.45,52.85,,2.55,1.16,0,0.79,2.71,50.93,149.92,437.69,641.25,640.09,150,4.267266667,10-01-1980,6.465127187
0,29.14,16.43,22.78,334.87,273.08,-0.09,0.25,0.27,63.23,,2.61,1.16,0,0.78,2.64,50.76,149.51,437.37,640.28,639.12,150,4.2608,11-01-1980,6.461247218
0,29.41,17.4,23.4,344.76,273.94,0.09,1.93,1.93,57.57,,2.63,1.32,0,0.76,2.57,50.61,149.14,436.99,639.31,637.99,150,4.253266667,12-01-1980,6.458789905
0,29.01,17.33,23.17,348.76,272.3,-0.18,0.27,0.32,59.28,,2.65,1.14,0,0.74,2.5,50.45,148.74,436.66,638.35,637.21,150,4.248066667,13-01-1980,6.457233607
0,29.39,16.58,22.98,353.81,271.86,-0.14,-0.12,0.18,58.81,,2.62,1.1,0,0.71,2.44,50.31,148.34,436.3,637.39,636.29,150,4.241933333,14-01-1980,6.456247951
0,29.6,16.97,23.28,352.78,266.7,0.38,1.22,1.28,48.8,,2.68,1.1,0,0.72,2.38,50.17,148,435.96,636.51,635.41,150,4.236066667,15-01-1980,6.455623702
0,29.45,17.2,23.32,354.66,264.06,0.11,0.47,0.48,62,,2.61,1.05,0.02,0.69,2.32,50.02,147.62,435.62,635.58,634.53,150,4.2302,16-01-1980,6.455228345
0,29.56,17.5,23.53,357.73,274.7,0.3,0.3,0.42,57.22,,2.64,1.03,0,0.7,2.26,49.88,147.24,435.28,634.66,633.63,150,4.2242,17-01-1980,6.454977952
0,29.99,17.6,23.8,361.74,275.2,0.06,-0.33,0.34,55.44,,2.71,1.07,0,0.72,2.21,49.75,146.87,434.93,633.76,632.69,150,4.217933333,18-01-1980,6.454819369
0,29.96,17.51,23.74,347.98,278.46,-0.2,0.15,0.25,58.39,,2.71,1.01,0,0.68,2.15,49.62,146.52,434.57,632.86,631.85,150,4.212333333,19-01-1980,6.454718934
0,30.24,16.87,23.56,347.35,279.3,-0.17,-0.2,0.26,54.91,,2.81,1.02,0,0.68,2.1,49.5,146.18,434.22,632,630.98,150,4.206533333,20-01-1980,6.454655325
0,30.97,17.49,24.23,356.79,280.77,0.37,-0.68,0.77,49.65,,2.54,0.9,0,0.68,2.04,49.37,145.82,433.86,631.09,630.19,150,4.201266667,21-01-1980,6.454615039
0,31.03,18.14,24.58,357.61,267.71,0.32,-0.25,0.41,50.78,,2.69,0.93,0,0.7,1.99,49.24,145.48,433.49,630.2,629.27,150,4.195133333,22-01-1980,6.454589525
0,31.22,19.08,25.15,360.96,276.81,1.29,-0.08,1.29,58.62,,2.48,0.83,0.01,0.69,1.98,49.11,145.14,433.17,629.4,628.57,150,4.190466667,23-01-1980,6.454573366
0,31.11,18.54,24.82,335.86,286.14,-0.2,-1.26,1.28,43.39,,2.75,0.92,0,0.71,1.93,48.99,144.79,432.81,628.52,627.6,150,4.184,24-01-1980,6.454563132
0,30.78,17.5,24.14,329.67,289.7,-0.05,-0.2,0.21,38.02,,2.72,0.87,0,0.72,1.88,48.87,144.44,432.47,627.66,626.79,150,4.1786,25-01-1980,6.45455665
0,30.74,17.91,24.32,342.04,287.26,0.12,-0.99,1,56.03,,2.8,0.88,0,0.68,1.85,48.76,144.13,432.08,626.82,625.94,150,4.172933333,26-01-1980,6.454552545
0,30.44,18.5,24.47,346.79,287.57,0.89,-0.05,0.89,46.14,,2.75,0.83,0,0.68,1.81,48.66,143.81,431.82,626.1,625.27,150,4.168466667,27-01-1980,6.454549945
0,31.37,19.24,25.3,356.14,287.31,1.57,0.88,1.8,50.32,,2.71,0.8,0,0.68,1.78,48.53,143.47,431.43,625.21,624.41,150,4.162733333,28-01-1980,6.454548299
0,31.23,18.49,24.86,331.78,293.92,1.25,-1.68,2.09,32.27,,2.73,0.79,0,0.72,1.74,48.43,143.14,431.04,624.35,623.56,150,4.157066667,29-01-1980,6.454547256
0,30.56,17.59,24.08,319.72,298.44,1.04,-1.4,1.74,35.89,,2.77,0.78,0,0.73,1.71,48.31,142.81,430.7,623.53,622.75,150,4.151666667,30-01-1980,6.454546595
0,30.58,17.54,24.06,323.87,298.22,0.38,0.1,0.39,40.2,,2.83,0.78,0,0.72,1.69,48.2,142.5,430.38,622.77,621.99,150,4.1466,31-01-1980,6.454546177
0,30.21,18.31,24.26,348.25,293.09,0.43,2.4,2.44,56.92,,2.53,0.68,0.18,0.67,1.7,48.09,142.16,430.05,622,621.32,150,4.142133333,01-02-1980,6.454545912
0,30.45,19.05,24.75,360.28,276.46,1.05,3.59,3.74,50.37,,2.91,0.76,0,0.72,1.69,47.97,141.83,429.72,621.21,620.45,150,4.136333333,02-02-1980,6.454545744
0,30.68,19.2,24.94,354.28,293.32,0.79,3.4,3.49,47.73,,2.88,0.97,0.01,0.74,1.67,47.86,141.51,429.32,620.36,619.39,150,4.129266667,03-02-1980,6.454545638
0,31.03,19.41,25.22,354.71,295.65,0.42,3.03,3.06,50.47,,2.93,0.8,0,0.72,1.67,47.76,141.2,429,619.63,618.83,150,4.125533333,04-02-1980,6.454545571
0,30.66,18.97,24.82,364.95,296.21,1.24,0.89,1.53,51.25,,2.67,0.66,0,0.69,1.66,47.65,140.86,428.65,618.82,618.16,150,4.121066667,05-02-1980,6.454545528
0,31.48,19.46,25.47,367.22,272.26,1.17,-1.54,1.93,37.95,,2.44,0.59,0.09,0.66,1.65,47.55,140.55,428.33,618.08,617.49,150,4.1166,06-02-1980,6.454545501
0,31.3,19.85,25.58,336.36,304.37,-0.16,-1.26,1.27,26.3,,2.86,0.68,0,0.71,1.64,47.46,140.25,427.95,617.3,616.62,150,4.1108,07-02-1980,6.454545484
0,31.14,18.98,25.06,350.16,302.04,0.52,-0.53,0.74,42.98,,2.97,0.69,0,0.67,1.64,47.36,139.97,427.64,616.61,615.92,150,4.106133333,08-02-1980,6.454545473
0,31.3,19.33,25.32,367.2,297.21,1.52,1.92,2.45,65.45,,2.82,0.68,0.58,0.6,1.78,47.27,139.67,427.28,616,615.32,150,4.102133333,09-02-1980,6.454545466
0.33,31.2,20.27,25.74,371.25,284.94,0.35,0.89,0.96,62.73,,2.51,0.61,0.38,0.62,2.18,47.18,139.38,427,615.74,615.46,150,4.103066667,10-02-1980,6.454545462
0,31,20.46,25.73,379.55,273.42,-0.05,0.08,0.09,58.53,,2.61,0.59,2.06,0.68,2.47,47.08,139.11,426.7,615.36,614.77,150,4.098466667,11-02-1980,6.454545459
0,31.25,20.61,25.93,355.6,307.21,0.28,-1.08,1.12,41.4,,3.01,0.64,0.01,0.73,2.67,47,138.83,426.34,614.84,614.2,150,4.094666667,12-02-1980,6.454545458
0,31.93,20.09,26.01,341.07,312.27,0.15,-0.53,0.55,43.76,,2.96,0.61,0,0.72,2.56,46.92,138.57,426.02,614.07,613.46,150,4.089733333,13-02-1980,6.454545456
0,31.72,20.13,25.92,354.48,310.87,0.72,0.81,1.08,44.85,,3.13,0.63,0,0.72,2.46,46.84,138.29,425.64,613.23,612.6,150,4.084,14-02-1980,6.454545456
0,31.91,20.5,26.2,365.59,288.73,0.76,0.96,1.22,53.76,,2.96,0.69,0.04,0.73,2.44,46.75,138.01,425.36,612.56,611.87,150,4.079133333,15-02-1980,6.454545455
0,31.54,20.41,25.98,366.08,299.91,0.88,1.6,1.83,52.71,,3,0.6,0.03,0.72,2.37,46.66,137.73,425.04,611.8,611.2,150,4.074666667,16-02-1980,6.454545455
0,31.63,19.9,25.76,360.94,302.26,1.89,0.21,1.9,49.36,,3.06,0.57,0.06,0.71,2.3,46.59,137.46,424.66,611.01,610.44,150,4.0696,17-02-1980,6.454545455
0,32.82,20.23,26.52,355.06,307.57,0.82,-0.24,0.85,44.03,,2.94,0.54,0.17,0.71,2.24,46.5,137.21,424.36,610.31,609.77,150,4.065133333,18-02-1980,6.454545455
0,32.7,20.76,26.73,351.5,317.69,0.72,-0.12,0.73,39.85,,2.91,0.52,0,0.7,2.16,46.43,136.95,424.05,609.59,609.07,150,4.060466667,19-02-1980,6.454545455
0,32.86,21.12,26.99,372.89,314.58,0.57,0.03,0.57,48.74,,2.9,0.5,0.01,0.68,2.09,46.36,136.69,423.71,608.85,608.35,150,4.055666667,20-02-1980,6.454545455
0,32.65,21.23,26.94,363.15,316.26,0.21,-0.52,0.56,40.05,,3.27,0.56,0.01,0.67,2.03,46.29,136.46,423.4,608.18,607.62,150,4.0508,21-02-1980,6.454545455
0,33.43,20.81,27.12,350.93,323.75,0.85,0.46,0.97,38.12,,3.35,0.55,0,0.7,1.97,46.23,136.22,423.08,607.5,606.95,150,4.046333333,22-02-1980,6.454545455
0,33.8,20.78,27.29,351.06,325.65,1.14,-0.15,1.15,33,,3.41,0.55,0,0.69,1.91,46.16,135.99,422.76,606.82,606.27,150,4.0418,23-02-1980,6.454545455
0,34.87,21.25,28.06,350.53,325.88,1.3,-0.7,1.48,27.88,,3.25,0.51,0,0.69,1.86,46.09,135.76,422.46,606.17,605.66,150,4.037733333,24-02-1980,6.454545455
0,34.79,21.14,27.96,348.07,327.38,1.76,-1.23,2.15,23.16,,3.31,0.79,0,0.68,1.81,46.03,135.54,422.18,605.56,604.77,150,4.0318,25-02-1980,6.454545455
0,34.68,20.4,27.54,335.31,334.16,0.98,-0.95,1.36,28.84,,3.31,0.58,0,0.68,1.78,45.97,135.32,421.88,604.95,604.37,150,4.029133333,26-02-1980,6.454545455
0,34.34,19.44,26.89,325.18,339.44,0.33,-1.25,1.29,32.96,,3.34,0.51,0,0.65,1.75,45.91,135.11,421.62,604.39,603.88,150,4.025866667,27-02-1980,6.454545455
0,34.49,20.44,27.47,343.14,334.85,0.94,1.21,1.53,32.16,,3.51,0.5,0,0.67,1.73,45.85,134.88,421.29,603.75,603.25,150,4.021666667,28-02-1980,6.454545455
0,34.69,21.38,28.03,368.69,291.48,0.66,3.4,3.46,40,,3.49,0.52,0,0.7,1.73,45.78,134.61,420.97,603.09,602.57,150,4.017133333,29-02-1980,6.454545455
0,34.17,21.53,27.85,362.2,327.39,1.6,1.76,2.38,47.84,,3.53,0.48,0.14,0.69,1.74,45.71,134.33,420.63,602.41,601.93,150,4.012866667,01-03-1980,6.454545455
0,33.43,20.2,26.82,334.77,337.69,1.22,-1.21,1.72,27.4,,3.47,0.46,0,0.69,1.72,45.65,134.13,420.29,601.79,601.33,150,4.008866667,02-03-1980,6.454545455
0,33,18.99,25.99,329.95,342.92,0.82,-0.45,0.94,25.88,,3.51,0.45,0,0.66,1.69,45.59,133.94,420.04,601.26,600.81,150,4.0054,03-03-1980,6.454545455
0,34.69,21.54,28.12,348.14,337.51,1.6,-0.45,1.66,25.52,,3.64,0.45,0,0.65,1.67,45.53,133.73,419.74,600.67,600.22,150,4.001466667,04-03-1980,6.454545455
0,34.84,21.12,27.98,353.29,341.54,0.26,-0.68,0.73,25.02,,3.61,0.43,0,0.57,1.66,45.49,133.55,419.5,600.2,599.77,150,3.998466667,05-03-1980,6.454545455
0,35.54,22.53,29.04,372.61,337.4,1.39,1.95,2.39,30.55,,3.47,0.4,0.02,0.63,1.65,45.43,133.33,419.17,599.58,599.18,150,3.994533333,06-03-1980,6.454545455
0,35.51,24.12,29.82,389.26,312.58,1.64,3.05,3.46,32.88,,3.19,0.43,0,0.63,1.65,45.37,133.12,418.85,598.99,598.56,150,3.9904,07-03-1980,6.454545455
0,33.8,23.1,28.45,387.48,249.97,1.12,1.08,1.56,64.62,,1.64,0.55,0.26,0.69,2.48,45.31,132.91,418.57,599.27,598.72,150,3.991466667,08-03-1980,6.454545455
0.01,33.29,21.52,27.4,368.9,310.44,1.05,1.28,1.66,61.8,,3.02,0.77,2.08,0.69,2.75,45.24,132.65,418.25,598.89,598.13,150,3.987533333,09-03-1980,6.454545455
0.15,33.31,21.83,27.57,374.53,304.45,-0.32,1.11,1.16,53.74,,3.34,0.67,2,0.7,3.11,45.17,132.41,417.97,598.66,598.14,150,3.9876,10-03-1980,6.454545455
0,33.38,22.09,27.74,381.75,336.21,0.47,3.3,3.33,35.66,,3.51,0.51,0.01,0.76,2.96,45.12,132.18,417.65,597.91,597.4,150,3.982666667,11-03-1980,6.454545455
0,33.22,22.55,27.88,374.32,338.81,0.11,0.39,0.41,42.52,,3.41,0.42,0.09,0.74,2.82,45.06,131.99,417.31,597.18,596.76,150,3.9784,12-03-1980,6.454545455
0,33.37,22.19,27.78,375.7,340.88,-0.13,0.2,0.24,45.15,,3.27,0.47,0.3,0.69,2.83,45.02,131.78,417.02,596.65,596.18,150,3.974533333,13-03-1980,6.454545455
1.42,34.07,22.28,28.18,379.65,326.88,-0.09,0.06,0.11,49.38,,3.47,0.84,0.73,0.68,3.18,44.96,131.57,416.75,596.46,597.04,150,3.980266667,14-03-1980,6.454545455
1.14,33.6,20.54,27.07,371.42,347.4,0.65,0.21,0.68,37.72,,3.54,0.57,0.02,0.75,3.05,44.92,131.39,416.38,595.74,596.31,150,3.9754,15-03-1980,6.454545455
0,34.29,21.61,27.95,368.44,348.69,0.6,0.86,1.05,35.43,,3.63,0.62,0.23,0.71,2.9,44.87,131.19,416.1,595.06,594.44,150,3.962933333,16-03-1980,6.454545455
0.12,34.98,22,28.49,370.34,345.09,1.01,1.5,1.81,38.14,,3.83,0.47,0.03,0.7,2.91,44.81,130.96,415.79,594.47,594.12,150,3.9608,17-03-1980,6.454545455
0,35.86,22.47,29.16,367.03,351.66,0.88,3.11,3.23,27.53,,3.78,0.39,0,0.68,2.77,44.77,130.78,415.5,593.82,593.43,150,3.9562,18-03-1980,6.454545455
0,35.43,21.81,28.62,365.7,349.51,1.44,2.01,2.47,34.86,,3.49,0.35,0,0.67,2.62,44.72,130.58,415.19,593.11,592.76,150,3.951733333,19-03-1980,6.454545455
0,35.43,21.84,28.64,383.83,348.68,1.39,0.94,1.68,35.44,,3.58,0.35,0.03,0.55,2.48,44.68,130.43,414.95,592.54,592.19,150,3.947933333,20-03-1980,6.454545455
0,36.44,22.56,29.5,382.34,351.11,1,1,1.41,36.57,,3.7,0.35,0.46,0.51,2.49,44.65,130.28,414.73,592.15,591.8,150,3.945333333,21-03-1980,6.454545455
0,36.24,22.69,29.47,376.89,352.58,0.96,0.38,1.03,41.15,,3.8,0.35,0.35,0.56,2.75,44.6,130.13,414.47,591.95,591.6,150,3.944,22-03-1980,6.454545455
0,36.7,22.28,29.49,380.47,352.61,1.14,1.32,1.74,38.13,,3.85,0.34,0.08,0.61,2.8,44.56,129.94,414.2,591.5,591.16,150,3.941066667,23-03-1980,6.454545455
0,37.95,23.37,30.66,382.01,338.14,1.2,2.16,2.47,30.88,,3.73,0.41,0.07,0.58,2.67,44.53,129.8,413.96,590.96,590.55,150,3.937,24-03-1980,6.454545455
0,38,23.6,30.8,385.27,354.63,0.7,3.16,3.24,37.99,,3.83,0.35,0.23,0.51,3.05,44.49,129.66,413.72,590.92,590.57,150,3.937133333,25-03-1980,6.454545455
0,36.91,23.53,30.22,389.66,351.24,1.53,2.65,3.06,42.67,,3.81,0.31,0.32,0.73,3.62,44.45,129.46,413.45,590.98,590.67,150,3.9378,26-03-1980,6.454545455
0,36.93,23.18,30.06,385.06,355.03,0.37,1.42,1.47,39.8,,3.66,0.28,0.09,0.72,3.54,44.41,129.31,413.17,590.43,590.15,150,3.934333333,27-03-1980,6.454545455
0,36.3,23.26,29.78,386.44,356.41,0.59,2.54,2.61,32.72,,4.04,0.31,0,0.72,3.41,44.37,129.14,412.92,589.84,589.53,150,3.9302,28-03-1980,6.454545455
0,36.29,24.41,30.35,397.49,290.82,1.13,2.17,2.45,37.79,,3.56,0.26,0.02,0.68,3.23,44.33,128.95,412.63,589.14,588.88,150,3.925866667,29-03-1980,6.454545455
0,35.54,24.89,30.22,392.9,352.86,0.88,1.27,1.55,42.83,,3.61,0.43,0.14,0.67,3.37,44.28,128.77,412.32,588.74,588.31,150,3.922066667,30-03-1980,6.454545455
0,36.43,25.24,30.84,404.76,324.42,0.31,1.72,1.75,47.86,,3.66,0.35,1.64,0.68,4.3,44.25,128.6,412.05,589.2,588.85,150,3.925666667,31-03-1980,6.454545455
0,36.39,24.76,30.58,398.37,352.08,0.56,1.82,1.9,56.55,,3.77,0.38,0.28,0.8,4.81,44.2,128.39,411.75,589.15,588.77,150,3.925133333,01-04-1980,6.454545455
2.31,35.32,24.17,29.74,399.89,330.52,0.51,1.8,1.87,50.33,,3.77,0.44,0.14,0.91,5.45,44.16,128.24,411.49,589.34,591.21,150,3.9414,02-04-1980,6.454545455
0,35.51,23.2,29.35,392.05,112.18,0.18,-0.03,0.18,60.97,,2.93,1.56,1.88,1.04,7.61,44.11,128.05,411.19,590.96,589.4,150,3.929333333,03-04-1980,6.454545455
0,35.55,23.38,29.46,378.63,365.15,0.62,1.98,2.07,38.98,,3.96,1.84,0.03,1.31,6.86,44.08,127.9,410.94,589.78,587.94,150,3.9196,04-04-1980,6.454545455
0,35.35,24.1,29.72,388.76,360.87,-0.01,0.7,0.7,53,,4.01,1.62,0.28,1.08,6.6,44.04,127.72,410.66,589.02,587.4,150,3.916,05-04-1980,6.454545455
2.84,35.58,24.02,29.8,395.25,346.96,-0.71,0.71,1,47.2,,3.87,2.42,1.15,1.11,6.59,44,127.55,410.38,588.52,588.94,150,3.926266667,06-04-1980,6.454545455
0,36.02,23.33,29.68,393.62,359.15,-0.6,0.24,0.65,47.15,,4.06,2.12,0.07,1.17,6.54,43.96,127.38,410.12,588,585.88,150,3.905866667,07-04-1980,6.454545455
0,36,24.08,30.04,398.38,363.36,0.09,0.84,0.84,41.85,,3.94,1.49,0.22,1.09,6.11,43.93,127.23,409.87,587.14,585.65,150,3.904333333,08-04-1980,6.454545455
0,37.64,24.91,31.28,400.33,364.71,0.56,1.33,1.44,37.01,,3.92,1.01,0.11,1,5.83,43.9,127.11,409.62,586.46,585.45,150,3.903,09-04-1980,6.454545455
0,38.13,25.53,31.83,403.39,362.26,1.45,2.62,2.99,36.14,,3.86,0.68,0.52,0.94,5.52,43.87,126.97,409.39,585.75,585.07,150,3.900466667,10-04-1980,6.454545455
0,39,25.73,32.36,405.19,363.57,1.52,2.41,2.85,36.21,,3.9,0.61,0.09,0.92,5.22,43.84,126.83,409.21,585.1,584.49,150,3.8966,11-04-1980,6.454545455
0,38.58,26.4,32.49,402.72,361.99,1.1,0.36,1.16,42.61,,4.22,0.5,0.05,0.85,5.11,43.81,126.72,408.95,584.59,584.09,150,3.893933333,12-04-1980,6.454545455
0,38.6,25.98,32.29,402.93,362.33,0.95,1.57,1.84,38.74,,3.93,0.36,0.14,0.81,4.92,43.78,126.59,408.71,584,583.64,150,3.890933333,13-04-1980,6.454545455
0,39,25.88,32.44,407.32,320.23,1.1,0.78,1.35,39.26,,3.8,0.34,0.16,0.77,4.7,43.76,126.46,408.52,583.44,583.1,150,3.887333333,14-04-1980,6.454545455
0,38.93,25.99,32.46,414.27,361.65,0.13,0.32,0.35,46.02,,3.61,0.96,0.21,0.73,4.92,43.74,126.35,408.27,583.28,582.32,150,3.882133333,15-04-1980,6.454545455
6.68,39.36,25.57,32.47,403.76,363.89,0.71,0.79,1.06,55.65,,3.61,1.14,0.49,1.34,9.17,43.71,126.19,408.03,587.1,592.64,150,3.950933333,16-04-1980,6.454545455
0,37.21,24.83,31.02,403.48,363.28,0.11,0.81,0.82,39,,3.92,0.84,0.39,1.77,9.65,43.67,126.06,407.82,587.2,586.36,150,3.909066667,17-04-1980,6.454545455
0,38.12,26.3,32.21,408.25,345.79,0.76,2.5,2.61,40.15,,3.9,0.85,0.21,1.63,9.08,43.64,125.91,407.55,586.18,585.33,150,3.9022,18-04-1980,6.454545455
3.96,37.27,26.59,31.93,407.61,368.12,0.28,1.01,1.05,44.34,,3.28,0.6,0.09,1.51,8.48,43.6,125.77,407.3,585.15,588.51,150,3.9234,19-04-1980,6.454545455
0,38.07,26.19,32.13,403.84,371.14,1.08,1.77,2.07,41.51,,4.29,0.76,0.27,1.43,8.33,43.57,125.63,407.06,584.59,583.83,150,3.8922,20-04-1980,6.454545455
0,38.76,26.65,32.7,406.99,371.37,0.92,1.42,1.69,40.71,,4.15,0.56,0.31,1.37,7.65,43.56,125.51,406.82,583.54,582.98,150,3.886533333,21-04-1980,6.454545455
0,39.33,28.44,33.88,416.34,371.59,1.82,1.83,2.58,38.3,,4.33,0.99,0.46,1.2,6.73,43.52,125.38,406.62,582.25,581.26,150,3.875066667,22-04-1980,6.454545455
2.36,39.63,27.37,33.5,418.8,365.72,1.35,2.18,2.56,40.3,,4.44,1.08,0.54,1.06,6.28,43.5,125.29,406.48,581.55,582.83,150,3.885533333,23-04-1980,6.454545455
0,38.52,27.5,33.01,418.86,370.45,1.34,1.32,1.88,34.5,,4.32,0.74,0.21,0.99,5.75,43.49,125.18,406.27,580.69,579.95,150,3.866333333,24-04-1980,6.454545455
6.11,39.14,27.28,33.21,400.22,375.01,1.2,1.11,1.63,32,,4.2,0.46,0.22,0.88,5.1,43.46,125.06,406.04,579.66,585.31,150,3.902066667,25-04-1980,6.454545455
0,39.54,26.81,33.17,403.06,379.6,1.41,1.42,2,30.15,,4.35,0.36,0.08,0.78,4.62,43.44,124.99,405.92,578.97,578.61,150,3.8574,26-04-1980,6.454545455
0,39.13,27.23,33.18,405.23,375.86,1.29,1.48,1.96,39.35,,4.17,0.48,0.23,0.74,4.44,43.41,124.87,405.69,578.41,577.93,150,3.852866667,27-04-1980,6.454545455
0.03,38.62,27.18,32.9,407.93,355.39,1.15,1.79,2.13,37.48,,4.21,1.03,0.11,0.77,4.9,43.39,124.74,405.44,578.47,577.47,150,3.8498,28-04-1980,6.454545455
0.28,38.02,25.42,31.72,410.82,363.54,0.74,1.01,1.25,59.6,,3.82,1.3,1.66,0.75,7.89,43.37,124.62,405.22,581.1,580.08,150,3.8672,29-04-1980,6.454545455
0,38.42,25.46,31.94,400.33,378.69,0.98,2.01,2.24,42.21,,4.18,1.57,0.31,1.33,7.58,43.35,124.5,404.98,580.41,578.84,150,3.858933333,30-04-1980,6.454545455
0.98,38.02,24.71,31.36,403.76,377.68,1.53,2.76,3.16,41.36,,4.46,1.42,0.25,1.23,7.17,43.32,124.38,404.76,579.63,579.19,150,3.861266667,01-05-1980,6.454545455
0,37.42,26.28,31.85,406.1,378.78,0.95,2.72,2.88,45.8,,4.5,0.93,0.6,1.13,6.96,43.29,124.25,404.55,579.05,578.12,150,3.854133333,02-05-1980,6.454545455
1.28,37.65,26.57,32.11,407.33,377.68,1.33,2.4,2.74,40.57,,4.43,0.6,0.34,1.25,7.23,43.27,124.13,404.36,578.99,579.67,150,3.864466667,03-05-1980,6.454545455
0.54,38.18,26.77,32.48,405.29,375,1.17,1.94,2.27,37.02,,4.24,0.42,0.32,1.17,6.78,43.24,124.01,404.13,578.16,578.28,150,3.8552,04-05-1980,6.454545455
0,39.26,28.17,33.72,410.92,368.69,1.91,2.27,2.97,34.14,,4.45,0.43,0.02,1.07,6.08,43.22,123.9,403.88,577.08,576.65,150,3.844333333,05-05-1980,6.454545455
0,39.92,29.13,34.52,414.82,375.74,1.34,2.31,2.67,39.84,,4.47,0.45,0.43,0.94,5.89,43.2,123.79,403.7,576.58,576.13,150,3.840866667,06-05-1980,6.454545455
0,39.72,28.58,34.15,413.53,378.15,1.46,2.52,2.91,35.4,,4.36,0.44,0.38,0.94,5.5,43.18,123.7,403.52,575.9,575.46,150,3.8364,07-05-1980,6.454545455
0,40.19,27.19,33.69,420.22,370.31,1.36,1.85,2.3,46.6,,3.94,0.68,0.88,0.84,5.71,43.16,123.59,403.32,575.78,575.1,150,3.834,08-05-1980,6.454545455
3.08,38.35,24.08,31.22,410.27,365.55,1.52,0.11,1.52,42.83,,4.13,0.63,0.16,0.96,5.54,43.14,123.47,403.1,575.25,577.7,150,3.851333333,09-05-1980,6.454545455
0,38.52,27.1,32.81,402.96,380.75,1.75,1.29,2.17,27.3,,4.4,0.53,0.18,0.87,5,43.12,123.39,402.91,574.42,573.89,150,3.825933333,10-05-1980,6.454545455
0,39.34,27.09,33.22,405.92,377.65,0.73,1.72,1.87,35.24,,4.04,0.62,0.74,0.79,4.86,43.09,123.27,402.7,573.92,573.3,150,3.822,11-05-1980,6.454545455
0,39.57,27.23,33.4,409.55,353.2,0.62,1.5,1.62,60.93,,4.38,1.04,1.63,0.73,7.52,43.07,123.15,402.46,576.2,575.16,150,3.8344,12-05-1980,6.454545455
0.21,38.94,24.62,31.78,405.49,382.86,1.21,2.34,2.63,38.31,,4.53,1.2,0.22,1.22,6.92,43.05,123.01,402.23,575.21,574.22,150,3.828133333,13-05-1980,6.454545455
1.64,38.56,26.9,32.73,412.94,380.59,0.24,1.35,1.37,47.7,,4.49,1.02,0.15,1.11,6.94,43.02,122.92,402.04,574.92,575.54,150,3.836933333,14-05-1980,6.454545455
3,37.93,26.69,32.31,420.03,349.45,0.47,1.98,2.04,48.09,,4.33,0.92,0.61,1.06,7.24,43,122.8,401.83,574.87,576.95,150,3.846333333,15-05-1980,6.454545455
5.36,37.31,26.95,32.13,416.11,375.55,1.55,1.39,2.08,38.78,,4.42,0.86,0.84,1.09,6.63,42.98,122.68,401.61,573.9,578.4,150,3.856,16-05-1980,6.454545455
0.92,39.74,27.09,33.42,411.82,384.32,1.82,2.7,3.26,31.19,,4.6,0.68,0.16,1.09,5.98,42.96,122.59,401.41,572.94,573.18,150,3.8212,17-05-1980,6.454545455
